first_release_date,genres,id,name,platforms,summary,rating,storyline
1364688000,[8],269114,Super Mario 2D Land,[19],Bowser has teamed up with Kaptain K Rool and kidnapped Princess Peach,Missing,Missing
1363305600,[9],265142,Wordle DS,[20],A clone of Wordle for the Nintendo DS The game features the same words as the official Wordle,Missing,Missing
1363219200,[8],186135,New! SMW2 Yoshi's Island,[19],NEW SMW2 Yoshis Island is a morethanfull Yoshis Island Hack The story basically is the same like in the original game but it includes 60 brandnew levels custom icons and maps and added Yoshi colors for Extra and Secret levels,Missing,Missing
1363737600,Missing,141150,Pretty Rhythm: My Deco Rainbow Wedding,[37],Missing,Missing,Missing
1363219200,[33],85632,Goony,[159],Goony is an endless runner arcade game for casual and core gamers,Missing,Missing
1362700800,"[8, 31]",85506,Ascent of Kings,"[37, 41, 49]",The death of a King,Missing,Missing
1363219200,"[13, 15]",85340,Pets Resort 3D,[37],A whole host of cute cats and dogs are waiting to sample your comprehensive wellness and care programme Thanks to the impressive 3D effect and the lovingly crafted animations the animals get up really close and appear as lifelike as never before,Missing,Missing
1363219200,[9],85205,Jewel Master Atlantis 3D,[37],For millennia adventurers have sought the sunken kingdom of Atlantis and its countless treasures but who created the mystic city in the first place,Missing,Missing
1363219200,Missing,85149,Forgotten Legions,[159],Forgotten Legions is an innovative realtime strategy in a fantasy setting and is an exclusive for Nintendo DSiWare Choose from two unique sides and command 18 units in 30 campaign missions,Missing,Missing
1363824000,"[13, 15]",84629,My Foal 3D,[37],Your very own foal the mere thought is utterly thrilling for many horse lovers,Missing,Missing
1363132800,"[5, 31]",78188,Guild 02,[37],The next game in the Guild series which features another set of unique games designed by various designers like Keji Inafune,Missing,Missing
1364169600,"[13, 15, 32]",61080,Ninja Village,"[6, 34, 39, 48, 130]",Ninja Village is a simulation game from Kairosoft CoLtd,Missing,Missing
1362528000,"[5, 33]",47647,Nano Assault EX,[37],Stop the deadly Nanostray virus from spreading and contaminating civilization in Nano Assault EX a fastpaced action shooter set within a visually stunning cellular system that leaps off the screen in full 3D Control your microscopic Nanite ship inside the dangerous virus to fight off infections navigate through alien cell clusters battle bosses and ultimately analyze and destroy the virus core to save humanity  Nano Assault EX is based on the original Nano Assault retail game plus the allnew survivor mode new online rankings support for Circle Pad Pro improved gameplay updated graphics etc,Missing,Missing
1363651200,"[8, 15, 35]",25161,The Croods: Prehistoric Party!,"[5, 20, 37, 41]",The Croods Prehistoric Party features the lovable Croods family Grug Ugga Eep Thunk Sandy Gran and Guy on a hilarious adventure through 30 unique and addictive partystyle minigames Explore spectacular landscapes in an incredible new world filled with neverbeforeseen creatures as you battle your friends and family in this awesome adventure with up to four friends in multiplayer gameplay,Missing,Missing
1363219200,"[12, 24]",6894,Super Robot Taisen UX,[37],Super Robot Taisen UX is a tactical roleplaying game for the Nintendo 3DS developed by Banpresto and published by Bandai Namco Games It is the first Super Robot Wars game for the 3DS and was released in Japan on March 14 2013 The theme of this game is Possibilities,Missing,Missing
1363219200,"[12, 31]",212758,Kingdom Hearts Final Mix,"[6, 9, 48, 49, 130]",Originally released only in Japan on December 26 2002 Kingdom Hearts Final Mix is finally brought to the global scene as an HD Remaster in the collection Kingdom Hearts HD 15 ReMIX It has several events and a number of gameplay tweaks that are not in previous releases New scenes clarifying certain plot points such as Rikus journey and foreshadowing of Kingdom Hearts II were included but no new dialogue was recorded A gameplay option allows the player to skip cutscenes The optional bosses are included along with a new fight against Unknown Man,80.8679273663665,A fourteenyear old boy named Sora takes off on an adventure to new worlds after his homeworld is destroyed by sinister creatures known as the Heartless He attempts to restore his world and reunite with his friends and in the process he meets many characters from classic Disney films and from the Final Fantasy video game series
1363478400,"[9, 35]",89082,Jewel Fever 2,"[14, 39, 48, 49, 74, 130]",Jewel Fever 2 is an addictive match3puzzlegame,80.0,Jewel Fever 2 is an addictive match3puzzlegame It features  Three game modes Normal Quick and Infinite  15 Objectives to be completed in normalmode or quickmode  Combos You can achieve more points by making combos  HD graphics  Instructions Normal mode  You advance to the next level when you match the required number of jewels as its shown in the upper part of the screen  Quick mode  Try to match as many jewels as you can in 60 seconds  Infinite mode  You have unlimited time so you wont be surprised by any game over messages
1363737600,"[9, 31]",2476,Luigi's Mansion: Dark Moon,[37],Luigi is back on a mission to remove a bunch of stubborn ghosts from some spooky mansions Armed with his trusty Poltergust ghostsucking vacuum cleaner Marios brother takes center stage to capture these pesky phantoms Luigis Mansion 2 Dark Moon gives players multiple mansions to explore a variety of puzzles to solve and new ghosts to capture Armed with the Poltergust 5000 a ghostsucking vacuumlike invention Luigi must complete a number of missions assigned to him by Professor E Gadd,78.71074385735244,Missing
1363651200,"[13, 30, 33]",86260,Star Wars Pinball,"[9, 37, 39, 41, 46]",Set in a galaxy far far away Star Wars Pinball lets you interact with the most iconic characters and relive the greatest moments of the Star Wars universe Choose to support the Galactic Empire or the Rebel Alliance with your high scores as the Star Wars Pinball community fights for the Balance of the Force,77.0,Missing
1364169600,"[5, 12, 31]",2903,Warframe,"[6, 48, 49, 130, 167, 169]",Warframe situates players as members of the Tenno race newly awoken after years of cryosleep into a solar system at war Reborn into a corrupt era the Tenno are sought by the oppressive Grineer Empire for annihilation Warframe armor is the key to overthrowing the Grineer by providing players with unique offensive and defensive powers to explore upgrade and master during purposedriven radical raids,75.61849907236669,They were called Tenno Warriors of blade and gun masters of the Warframe armor Those that survived the old war were left drifting among the ruins Now they are needed once more  The Grineer with their vast armies are spreading throughout the solar system A call echoes across the stars summoning the Tenno to an ancient place They summon you  Allow the Lotus to guide you She has rescued you from your cryostasis chamber and given you a chance to survive The Grineer will find you you must be prepared The Lotus will teach you the ways of the Warframes and the secrets to unlocking their powers  Come Tenno you must join the war
1364428800,"[9, 12, 31, 32]",59123,Fairune,"[34, 37, 39, 46]",An actionpuzzler RPG with a retro feel The scourge is back with a vengeance Seal him off for good Collect the three Spirit Icons to lead the way to victory,75.0,Missing
1363478400,"[8, 10, 25, 31]",2177,LEGO City Undercover,"[6, 41, 48, 49, 130]",As Chase McCain youll become an expert at handtohand combat fighting your foes and wrestling them to the ground until you can slap the cuffs on em The best officers are also pros at free running jumping climbing and traversing the city on special blue and white bricks Do you have what it takes,73.12470520988845,Chase McCain returns to LEGO City after years of being away The city that once embraced him now in the throes of a massive crime wave the likes of which have never been seen only once before
1364256000,"[31, 32]",2049,Slender: The Arrival,"[6, 9, 12, 14, 34, 39, 41, 48, 49, 130]",Slender The Arrival is the official continuation of the series from the original game creator Mark Hadley teamed up with the writers behind the Marble Hornets series and the development team at Blue Isle Studios The Arrival features a brand new storyline improved visuals and most importantly survival horror at its best Slender The Arrival now officially supports the Oculus Rift  a next generation virtual headset designed for super immersive gaming The Rift intensifies the fearfactor and gives players a brand new immersive horror experience,71.81004365402598,Missing
1363996800,"[13, 30, 32, 33]",33463,Zaccaria Pinball,"[3, 6, 14, 34, 39, 48, 49, 130]",Zaccaria was founded by three brothers Marino Franco  Natale and was the 3rd largest manufacturer of pinball machines in the world behind Bally  Williams They had created and produced more than 35 different pinball machines between 1974 and 1987,70.0,Missing
1363564800,"[9, 12, 13, 31, 32]",15414,Monster Loves You!,"[3, 6, 14, 48, 130]",Live the life of a Monster from birth to elderhood and beyond making decisions that affect the world of Monsters and Humans  You live in the village of Omen and your favorite snack is the fingers of small children As a Monster you pop up in the most interesting places  what do you do when three angry bears discover a young child in their cabin Or when you spy a wolf hunting down that woman with the red cloak  As a Monsterling your choices are simple ones Do you chase those poor little mice 1 Ferocity or protect them from the dogs 1 Kindness Do you come clean about that fungus your friends ate 1 Honesty or cover for them 1 Bravery As a youth your choices determine your personality  But all youngins must grow up Monsters and Humans have been at odds for centuries and there are Human villages on the other side of the enchanted woods When Human children get lost in those dark and winding thickets do you terrorize them for fun 1 Ferocity Do you help return them to Human civilization to prove that not all Monsters are to be feared and hated 1 Kindness Or do you fatten them up for Human foie gras  a Monster delicacy All this to the backdrop of increasing tensions between Monster and HumankindKey featuresBalance Bravery Cleverness Ferocity Honesty Kindness and Respect to wield political power Over 900 choices to make Devour Little Red Riding Hood Gobble up Hansel and Gretel Eat the Three Little Pigs,67.07150803171939,Missing
1363910400,"[8, 31, 32]",11092,Anodyne,"[3, 6, 14, 34, 39, 48, 49, 130]",In Anodyne the character Young wakes up in a mysterious void filled with geometric white platforms guided only by the voice of the mysterious character Sage Take the role of Young as you explore and fight your way through over twenty nature urban and abstract themed areas in the human Youngs subconscious ranging from diverse monster and trap filled dungeons to passive and friendly pastoral landscapes   Anodynes aesthetics are presented with a 16bitera visual style and a moody dreamlike soundtrack Are you ready for a nostalgic adventure in the land of classic pixelated actionRPGs Are you up for some deep and moving storytelling All this and more awaits you in Anodyne,66.84053196287498,Missing
1362441600,"[8, 31]",1149,Castlevania: Lords of Shadow - Mirror of Fate,[37],Initially set 25 years after the events of Castlevania Lords of Shadow Mirror of Fate will reveal the story of Gabriels descendants as they battle their own destiny in each era only to discover their true shocking fate  Trevor Belmont a knight of the Brotherhood of Light sets out to avenge the death of his mother at the hands of his own father who has now returned from years of exile to take up residence in a mysterious castle What was once Gabriel Belmont now stands a powerful vampire called Dracula Dracula has declared war upon the Brotherhood and thus the scene is set for a cataclysmic showdown between Father and Son,66.13583600419216,Missing
1363219200,"[12, 31]",214986,Kingdom Hearts Re:Chain of Memories,"[6, 9, 48, 49, 130]",Kingdom Hearts ReChain of Memories is a full remake of Kingdom Hearts Chain of Memories originally released on the Game Boy Advance It was originally remade for the PS2 and eventually remastered in the collection Kingdom Hearts HD 15 ReMIX,59.73228033006686,Kingdom Hearts ReChain of Memories is set immediately after the events of the first game It is set in Castle Oblivion a mysterious castle kept by Lord Marluxia Sora and his teammates are told that the castle causes visitors to lose their memories upon entering The lobby and areas between floors are white with flowerthemed decorations but each floor can be transformed into a different world from the first Kingdom Hearts game using world cards created from Soras memories Like before many of the worlds of Disney and Square Enix reappear  Unlike the previous game the worlds are created from Soras memories As such many of the events experienced in Kingdom Hearts are relived in this game Sora encounters memorybased versions of Disney characters that he has met before The individual plotlines differ from those in the original game and revolve around the theme of memory Just as Kingdom Hearts had several worlds created specifically for that game ReChain of Memories introduces Twilight Town as a world created from memories on the other side of Soras heart in addition to the original worlds of Kingdom Hearts
1362614400,"[10, 14]",23522,ATV Wild Ride 3D,[37],Renegade Kid follows up their ATV series into 3D on the Nintendo 3DS eShop,58.0,Missing
